Date,Close,High,Low,Open,Volume,ticker,sector,log_ret,obs_smoothed,z_vol,z_rsi,z_obv_roc,z_vix,z_dxy_ret
2018-01-02,27.16727638244629,27.19932789395881,26.80188377138168,26.962143774317862,4204900,BP,Energy,,,,,,,
2018-01-03,27.481380462646484,27.49420155438721,27.167272273804908,27.19932378047012,4753600,BP,Energy,0.011495526416283024,,,1.0,,,
2018-01-04,27.59036636352539,27.673699815471483,27.500621141199506,27.571133497759913,6113800,BP,Energy,0.003957965724216469,,,1.0,,,
2018-01-05,27.628826141357422,27.660880101275392,27.449335703611105,27.596774626813268,3846400,BP,Energy,0.0013929861088644794,,,1.0,,,
2018-01-08,27.616010665893555,27.641650413251504,27.48139037673738,27.558316954933506,3156200,BP,Energy,-0.00046395197938446057,,,0.9965017069082623,,,
2018-01-09,27.481380462646484,27.564716336274603,27.359583759169393,27.50061332294418,3450800,BP,Energy,-0.004886999853696555,0.002299105283256592,,0.9585641099706464,,,
2018-01-10,27.50061798095703,27.641645123245567,27.50061798095703,27.58395142332683,2743200,BP,Energy,0.0006997751860660193,0.0001399550372131905,,0.9588054463543897,1.282480646247055,,
2018-01-11,27.737802505493164,27.91729293211095,27.513437026847267,27.558312078875375,7676200,BP,Energy,0.008587717755878315,0.0010659054435455597,,0.961762489902072,0.7047499861972506,,
2018-01-12,28.1480770111084,28.19936140439882,27.968586525340857,28.03910134342795,5649800,BP,Energy,0.014682845825203097,0.0037238773868132832,,0.9662724763702498,0.6430833639168672,,
2018-01-16,27.21856117248535,27.519850792190713,27.186509657604187,27.48779927730955,8618400,BP,Energy,-0.03357990341302291,-0.0028993128999144067,,0.7503428128177796,0.34609261438360894,,
2018-01-17,27.4877986907959,27.616007192958765,27.186509077519222,27.378820608076634,4337200,BP,Energy,0.00984308562171787,4.6704195168478443e-05,,0.7666116089436426,1.4540879261854247,,
2018-01-18,27.50061798095703,27.628824029333224,27.385230581119554,27.436512511395307,5004500,BP,Energy,0.0004662542102235951,-6.396792817664476e-18,,0.7673888486105706,1.2948663594470045,,
2018-01-19,27.180103302001953,27.269848531622742,27.05189478309764,27.23779701324019,5494000,BP,Energy,-0.011723267076735737,-0.004062196966522816,,0.7042400548392754,0.04745171702777684,,
