Date,Close,High,Low,Open,Volume,ticker,sector,log_ret,obs_smoothed,z_vol,z_rsi,z_obv_roc,z_vix,z_dxy_ret
2018-01-02,39.330379486083984,39.37235684072965,38.793102651813875,38.935818612279554,23370800,INTC,Semiconductors,,,,,,,
2018-01-03,37.99558639526367,38.793108211490946,36.64400056640878,38.171882983743004,116479000,INTC,Semiconductors,-0.034527229678467046,,,0.0,,,
2018-01-04,37.298805236816406,37.483495370206114,35.83808087780022,36.53486405200838,89209100,INTC,Semiconductors,-0.01850871053546836,,,0.0,,,
2018-01-05,37.559051513671875,37.90324473700295,36.85387476313712,37.298806607280866,41824000,INTC,Semiconductors,0.006953106504350376,,,0.015290510624654632,,,
2018-01-08,37.559051513671875,37.642999830611934,36.90424247233195,37.16448737872296,33733800,INTC,Semiconductors,0.0,,,0.015290510624654632,,,
2018-01-09,36.618812561035156,37.64299864813077,36.50968039292586,37.52546972713742,44282300,INTC,Semiconductors,-0.025352288704388243,-0.014287024482794652,,0.014369854511971758,,,
2018-01-10,35.67858123779297,36.602025588860684,35.62821032317314,36.37536447912948,45735000,INTC,Semiconductors,-0.026011569345727896,-0.012583892416246823,,0.013494822790224393,1.1796323800856805,,
2018-01-11,36.44252014160156,36.58523612259174,35.636604774294796,35.93042708453486,35371500,INTC,Semiconductors,0.021185685254814797,-0.004645013258190192,,0.06339875333441038,0.062336129314238375,,
2018-01-12,36.2998046875,36.60202052614749,36.1067178093763,36.47609806065006,29973600,INTC,Semiconductors,-0.003923867914574557,-0.00682040814197518,,0.06276002591744029,0.5163998703803945,,
2018-01-16,36.215850830078125,36.76152441917424,36.005976865413864,36.56004400403062,38367200,INTC,Semiconductors,-0.0023154695170809997,-0.00728350204539138,,0.06236200195042732,0.7505402342550931,,
2018-01-17,37.26522445678711,37.31559536631964,36.526467129091046,36.56004773544607,32368600,INTC,Semiconductors,0.028563680345996233,0.0034996917646855155,,0.13611132894269626,0.2226111044918384,,
2018-01-18,37.34077835083008,37.55904908463495,37.08053346126975,37.27362034210591,26826500,INTC,Semiconductors,0.002025411281354077,0.00910708789010191,,0.14134795379775167,-0.10329941460855341,,
2018-01-19,37.62621307373047,37.68497754161279,37.147700576732525,37.45831322159955,25780200,INTC,Semiconductors,0.0076149808546187355,0.0063929470100626985,,0.1620143569045497,-0.07612698555076913,,
2018-01-22,38.40693664550781,38.440517249407726,37.601021366445806,37.60941491620946,27706800,INTC,Semiconductors,0.020537121378437023,0.011285144868665015,,0.21749124167410958,-0.2990737815589365,,
2018-01-23,38.66718673706055,38.69237059217065,38.306203202508016,38.4573127380148,22135100,INTC,Semiconductors,0.006753267354183366,0.013098892242917886,,0.23565653140266807,-0.4699908349535141,,
2018-01-24,38.205467224121094,38.725957127154054,37.74374499604389,38.53287340277353,32464200,INTC,Semiconductors,-0.012012726022217127,0.004983610969275215,,0.22564830284821064,-0.2750071616039006,,
2018-01-25,38.0291633605957,38.92742371104992,37.92002799768908,38.516072516315475,36758700,INTC,Semiconductors,-0.004625304182238182,0.003653467876556763,,0.2217752002841096,-0.02810912624156836,,
2018-01-26,42.041954040527344,42.1007184943023,40.39653972756092,40.614810443658655,86916100,INTC,Semiconductors,0.10031470319613452,0.02219341234485992,,0.45223327636085636,-0.3345385321837133,,
2018-01-29,41.9579963684082,42.688356759742184,41.445903458678806,41.63898709305804,46304000,INTC,Semiconductors,-0.0019989940391191546,0.017686189261348684,,0.4492357724187665,0.03718063990868625,,
2018-01-30,40.95900344848633,42.0251635664003,40.9170292963085,41.538254434354414,32814600,INTC,Semiconductors,-0.024097380832419642,0.011516059624028081,,0.414067196822421,0.4040254286061953,,
2018-01-31,40.413333892822266,41.3451748952345,39.926427914645885,41.32838459220457,41619900,INTC,Semiconductors,-0.013411873198677472,0.011236230188736016,0.028721658762904716,0.395838706457485,0.382558156551545,,
2018-02-01,40.001976013183594,40.69036231061869,39.83407621327745,40.04395016255455,28840400,INTC,Semiconductors,-0.010230924142289483,0.010115106196725752,0.027616520335823895,0.38217960399286616,0.2832135025246727,,
2018-02-02,38.74274826049805,40.11952142192233,38.70077089143072,39.72495721013965,28663000,INTC,Semiconductors,-0.03198525660176694,-0.01634488576285454,0.02831358598607338,0.34314492326154095,1.3267939702382678,,
2018-02-05,37.37435531616211,39.67457213271853,37.35756501501073,38.91063104365453,47869000,INTC,Semiconductors,-0.03595881412541627,-0.02313684978011396,0.029511043610397202,0.3065082134129053,0.995364370755125,,
2018-02-06,37.95753860473633,37.97444281649888,36.36857816469211,37.20531891412061,58145400,INTC,Semiconductors,0.015483347329107494,-0.015220704147808536,0.029720197143804063,0.3389035601806977,0.41622485640092766,,
2018-02-07,38.2026481628418,39.13235732162939,37.475783114555604,37.67863044920601,37508400,INTC,Semiconductors,0.006436707019065045,-0.011250988104260031,0.02910699739229866,0.3525921630296543,0.03810038309730168,,
2018-02-08,36.13193130493164,38.388590730069076,36.12348080980176,38.270264453355395,43151300,INTC,Semiconductors,-0.055727838783753925,-0.020350371032552918,0.03129468835770483,0.2966993405107235,0.08463499474498382,,
