Date,Close,High,Low,Open,Volume,ticker
2018-01-02,20.141963958740234,20.340675026448114,19.98841528040642,20.07873833638555,1918500,WPM
2018-01-03,20.006479263305664,20.196157843915277,19.726479353877963,20.150995456737313,2899400,WPM
2018-01-04,20.1058406829834,20.151001360623724,19.861968889079034,20.024550085015278,2029400,WPM
2018-01-05,19.82583999633789,20.223258769391844,19.70841948215926,20.069710058921657,2201200,WPM
2018-01-08,19.536800384521484,19.825834488402442,19.36518848496674,19.71744648410097,3058000,WPM
2018-01-09,19.012928009033203,19.283897147656116,18.85034859318203,19.265832193860827,3383000,WPM
2018-01-10,19.003902435302734,19.32906307841156,18.967772517863263,19.103256262722713,2506400,WPM
2018-01-11,19.085189819335938,19.14841716993646,18.994868478302067,19.05809410613344,1606900,WPM
2018-01-12,19.780672073364258,19.907125031993605,19.256800452668053,19.482607215429674,3321300,WPM
2018-01-16,20.0787353515625,20.214219054006232,19.62712186157089,19.870993559630858,3298400,WPM
2018-01-17,19.852933883666992,20.16003127631222,19.807773211771188,19.979386865959807,1833300,WPM
2018-01-18,19.816804885864258,20.006481767446132,19.72648182297183,19.88906299162437,1598800,WPM
2018-01-19,19.889062881469727,20.132934633097868,19.843900488889076,19.925191072765124,2056000,WPM
2018-01-22,19.600025177001953,19.90712247269829,19.51873461503712,19.889057520535292,1873600,WPM
2018-01-23,19.916160583496094,19.96132298058761,19.33809568287903,19.419386274874466,2908800,WPM
2018-01-24,20.1600284576416,20.52131895060187,20.078737881379418,20.205190845992234,2871900,WPM
2018-01-25,19.861963272094727,20.31357681185887,19.744544509774382,20.277448624517582,2566000,WPM
2018-01-26,20.01551055908203,20.06970369772726,19.87099437418221,20.01551055908203,1261600,WPM
2018-01-29,19.437442779541016,19.94324934758417,19.419377828561625,19.87099126643515,2184500,WPM
2018-01-30,19.374225616455078,19.64519310814942,19.310998260475056,19.527774321153686,1917000,WPM
2018-01-31,19.50067138671875,19.627122617500614,19.15744415635539,19.509703863598716,2540400,WPM
2018-02-01,19.545833587646484,19.762607881530837,19.26583367339198,19.36518920412733,2007200,WPM
2018-02-02,19.085189819335938,19.33809405343057,19.02196419150457,19.2748684255992,3414500,WPM
2018-02-05,19.030994415283203,19.2838986194126,19.021961937696194,19.058091848044228,3950300,WPM
2018-02-06,18.51615333557129,18.949701878256747,18.48002342896312,18.859378834505083,4463800,WPM
2018-02-07,17.93808937072754,18.543251549861143,17.13421614238154,18.380670408785125,4922000,WPM
2018-02-08,17.929061889648438,18.181964425999322,17.775513182819978,17.983255044185153,7263900,WPM
2018-02-09,17.17937660217285,17.883892504185173,16.863246832485164,17.838731846844922,9518900,WPM
2018-02-12,17.7574462890625,17.85680183052956,17.24260707013161,17.26970450583239,3488900,WPM
2018-02-13,17.585830688476562,17.80260498169712,17.43228201543255,17.757444316647856,2206600,WPM
2018-02-14,18.02840805053711,18.109698609148772,17.2877622700918,17.341957124345303,4541700,WPM
2018-02-15,17.992280960083008,18.227120174430954,17.838732309269687,18.082603999873555,3819700,WPM
2018-02-16,17.784542083740234,17.992283903303306,17.531637875509773,17.874865138306042,2353000,WPM
2018-02-20,17.468420028686523,17.784549998980015,17.423259342688773,17.459387546933026,1738100,WPM
2018-02-21,17.567766189575195,17.97421731402241,17.540668758837853,17.58582942063127,1930700,WPM
2018-02-22,17.48647689819336,17.75744433429612,17.423251277953977,17.621960616244742,1711400,WPM
2018-02-23,17.658090591430664,17.676155548404754,17.360025692434643,17.477446189997114,1420100,WPM
2018-02-26,17.70325469970703,17.883899118649065,17.594866670126386,17.757447853112712,1557800,WPM
2018-02-27,17.260671615600586,17.576799744057737,17.052928059054196,17.52260659671781,2243800,WPM
2018-02-28,17.23357391357422,17.38712259763291,16.98970217016882,17.206476478939486,2890200,WPM
2018-03-01,17.378093719482422,17.48648175770605,16.92648005196125,17.125189445473573,2795300,WPM
2018-03-02,17.450349807739258,17.630995942844695,17.396156656315316,17.450349807739258,1673700,WPM
2018-03-05,17.585830688476562,17.621960598731125,17.30583077507946,17.612928121167485,1813600,WPM
2018-03-06,18.172929763793945,18.317445960014382,17.703251264693048,17.8116375504739,2671900,WPM
2018-03-07,17.965190887451172,18.254223354914956,17.838739613628118,18.091643884043627,1629000,WPM
2018-03-08,17.7574462890625,17.947124893429695,17.63099503466379,17.938092414862766,2035600,WPM
2018-03-09,17.8116397857666,17.92002780791869,17.68518852889681,17.739381678588266,1343000,WPM
2018-03-12,18.001314163208008,18.055507300163104,17.703249325801824,17.757442462756924,1609300,WPM
2018-03-13,17.956151962280273,18.18195871178101,17.938088731624486,18.109700620851523,1609200,WPM
2018-03-14,17.974220275878906,18.136801441556027,17.9380920850446,17.983252754279757,1689700,WPM
2018-03-15,17.7122859954834,17.910995359872086,17.685188559206644,17.901962881113167,1779500,WPM
2018-03-16,17.8116397857666,17.91099532917525,17.603897942975035,17.739381678588266,3495900,WPM
2018-03-19,17.82067108154297,17.83873603783066,17.603896774397818,17.784542891736635,1985100,WPM
2018-03-20,17.50454330444336,17.78454499165679,17.269705736050994,17.766480033236068,2735800,WPM
2018-03-21,17.929061889648438,18.001320003287162,17.558738841903796,17.694222589630247,3538300,WPM
2018-03-22,18.200023651123047,18.326476602228382,17.685184538302735,17.892926334218163,2995400,WPM
2018-03-23,18.425830841064453,18.714863211470355,18.3355077946204,18.5161538875085,3493800,WPM
2018-03-26,18.48905372619629,18.56131180812636,18.299376907168067,18.434860595440878,2253800,WPM
2018-03-27,18.335508346557617,18.543251876463092,18.22712206577716,18.353573300943985,2031800,WPM
2018-03-28,18.12776756286621,18.41679995829059,18.046476986306985,18.18196070631604,1611000,WPM
2018-03-29,18.398740768432617,18.425836484726826,18.091643350123057,18.154868985168672,1605400,WPM
2018-04-02,18.54325294494629,18.8232528629934,18.4709948460061,18.50712303409171,1571300,WPM
2018-04-03,18.633577346801758,18.669707263609467,18.344544903417088,18.507126083513278,1876800,WPM
2018-04-04,18.407772064208984,18.81422504821382,18.39874130702612,18.76003189126964,1648700,WPM
2018-04-05,18.534780502319336,18.59828656983846,18.226320976874536,18.23539351943592,2170000,WPM
2018-04-06,18.689014434814453,18.761593061088238,18.56200054102712,18.6436517118865,1238500,WPM
2018-04-09,18.67993927001953,18.806951415580098,18.462203421739684,18.698084356645527,2382000,WPM
2018-04-10,18.86138343811035,18.952105394847507,18.71622450042801,18.86138343811035,2042800,WPM
2018-04-11,19.187990188598633,19.414798587353726,18.96118178984354,18.970254333443034,2637000,WPM
2018-04-12,19.106340408325195,19.26057019984851,18.93396725870158,19.051906873202523,1513700,WPM
2018-04-13,19.269643783569336,19.414801038667296,19.215210245510345,19.27871632831433,1169400,WPM
2018-04-16,19.34221649169922,19.49644624434228,19.17891419708769,19.278710428330392,1215500,WPM
2018-04-17,19.505521774291992,19.596245477463864,19.233352395187087,19.333146911306507,1199700,WPM
2018-04-18,19.68696403503418,19.895627286503466,19.596240355574846,19.67789149404722,1891400,WPM
2018-04-19,19.67789649963379,19.832126274823946,19.49644909455924,19.832126274823946,1599400,WPM
2018-04-20,19.333145141601562,19.62345958084837,19.233350634617068,19.550880971036666,1845100,WPM
2018-04-23,19.088193893432617,19.324073083424963,19.024686094146343,19.142627419553115,1710300,WPM
2018-04-24,19.079124450683594,19.206136609072086,19.033761729537076,19.070051906454292,1531000,WPM
