Date,Close,High,Low,Open,Volume,ticker,sector,log_ret,obs_smoothed,z_vol,z_rsi,z_obv_roc,z_vix,z_dxy_ret
2018-01-02,24824.009765625,24864.189453125,24741.69921875,24809.349609375,341130000,^DJI,Indices,,,,,,,
2018-01-03,24922.6796875,24941.919921875,24825.55078125,24850.44921875,456790000,^DJI,Indices,0.003966899198768946,,,1.0,,,
2018-01-04,25075.130859375,25105.9609375,24963.26953125,24964.859375,403280000,^DJI,Indices,0.006098332813957483,,,1.0,,,
2018-01-05,25295.869140625,25299.7890625,25112.009765625,25114.919921875,358020000,^DJI,Indices,0.008764554775312662,,,1.0,,,
2018-01-08,25283.0,25311.990234375,25235.41015625,25308.400390625,341390000,^DJI,Indices,-0.0005088742046378698,,,0.9911570526388327,,,
2018-01-09,25385.80078125,25439.779296875,25308.41015625,25312.05078125,333490000,^DJI,Indices,0.0040577602279792645,0.0044757345622760975,,0.9917822023502417,,,
2018-01-10,25369.130859375,25404.919921875,25256.990234375,25348.130859375,341470000,^DJI,Indices,-0.0006568789252812024,0.0035509789374660677,,0.9796874667172507,0.9017929464305261,,
2018-01-11,25574.73046875,25575.419921875,25396.189453125,25398.599609375,346830000,^DJI,Indices,0.008071658499252931,0.003945644074525157,,0.9825189892016434,0.4133151952748033,,
2018-01-12,25803.189453125,25810.4296875,25633.080078125,25638.390625,376390000,^DJI,Indices,0.00889333357527179,0.003971399834516982,,0.9850181391955511,0.3069149241845841,,
2018-01-16,25792.859375,26086.119140625,25702.990234375,25987.619140625,606520000,^DJI,Indices,-0.00040042129184875397,0.003993090417074806,,0.9782082950859546,0.12401049389757035,,
2018-01-17,26115.650390625,26130.44921875,25865.01953125,25910.779296875,522720000,^DJI,Indices,0.012437081236758862,0.005668954618830725,,0.9823211967053613,0.2462010097587981,,
2018-01-18,26017.810546875,26153.419921875,25947.3203125,26149.55078125,492780000,^DJI,Indices,-0.0037534419107108532,0.005049642021744795,,0.9253145495861247,0.16880007367160887,,
2018-01-19,26071.720703125,26071.720703125,25942.830078125,25987.349609375,585000000,^DJI,Indices,0.0020699044205044702,0.0038492912059951033,,0.9278007945957712,0.3165727448480111,,
2018-01-22,26214.599609375,26215.23046875,25974.650390625,26025.3203125,431200000,^DJI,Indices,0.005465263611386164,0.0031636772132179773,,0.9340655288977865,0.27615362388029707,,
2018-01-23,26210.810546875,26246.189453125,26143.900390625,26214.869140625,433490000,^DJI,Indices,-0.0001445506099161929,0.0032148513496044902,,0.9317565443542227,0.6217145988512511,,
2018-01-24,26252.119140625,26392.80078125,26106.939453125,26282.0703125,518790000,^DJI,Indices,0.0015747729885790744,0.0010423896999685325,,0.9336812888371052,0.4036230058217407,,
2018-01-25,26392.7890625,26458.25,26259.720703125,26313.060546875,401390000,^DJI,Indices,0.005344116324471906,0.0028619013470050844,,0.9398978161341505,1.480154821935077,,
2018-01-26,26616.7109375,26616.7109375,26425.349609375,26466.740234375,477780000,^DJI,Indices,0.00844841799607149,0.004137604062118489,,0.9482186210210272,0.8720975280561873,,
2018-01-29,26439.48046875,26608.900390625,26435.33984375,26584.279296875,421000000,^DJI,Indices,-0.006680883918119308,0.0017083745562173937,,0.8481342560753075,0.26751363484219026,,
2018-01-30,26076.890625,26256.990234375,26028.419921875,26198.44921875,448330000,^DJI,Indices,-0.013808859899187018,-0.001024487301636771,,0.6881124683999067,0.33079276877733776,,
2018-01-31,26149.390625,26338.029296875,26050.98046875,26268.169921875,479130000,^DJI,Indices,0.002776381731025334,-0.0007841655531475193,0.0060888727729232735,0.7002890175238502,0.23098835067033252,,
2018-02-01,26186.7109375,26306.69921875,26014.439453125,26083.0390625,410620000,^DJI,Indices,0.0014261787833463014,-0.0015677530613726405,0.0060853726350701695,0.7066382559970463,0.19783579866971102,,
2018-02-02,25520.9609375,26061.7890625,25490.66015625,26061.7890625,522880000,^DJI,Indices,-0.025751953905047906,-0.00840782744159652,0.00869491832652136,0.5022387686217759,-0.1677086010487211,,
2018-02-05,24345.75,25520.529296875,23923.880859375,25337.869140625,714450000,^DJI,Indices,-0.047142815751044474,-0.016500213808181553,0.01361946194370912,0.3240490234714276,-0.3090876611146278,,
2018-02-06,24912.76953125,24946.23046875,23778.740234375,24085.169921875,823940000,^DJI,Indices,0.023023208289904087,-0.009133800170363332,0.01471933231230249,0.4292633975722907,0.22399021958903464,,
2018-02-07,24893.349609375,25293.9609375,24785.439453125,24892.869140625,504620000,^DJI,Indices,-0.0007798207607505947,-0.009845040668718517,0.014676067979416679,0.4268130274627303,-0.19471339266183907,,
