Date,Close,High,Low,Open,Volume,ticker,sector,log_ret,obs_smoothed,z_vol,z_rsi,z_obv_roc,z_vix,z_dxy_ret
2018-01-02,48.52954864501953,48.54784829002728,46.8643193426189,47.28520070689589,9819500,AMAT,Semiconductors,,,,,,,
2018-01-03,49.38959884643555,49.664086473303044,48.666778753121484,48.98701722638318,10898900,AMAT,Semiconductors,0.01756698951936134,,,1.0,,,
2018-01-04,49.67323684692383,50.26795944248469,49.389597661462844,49.865377832091205,9462800,AMAT,Semiconductors,0.005726441679039276,,,1.0,,,
2018-01-05,49.95686340332031,50.240502536894304,49.609180776705664,50.0026142402475,10902200,AMAT,Semiconductors,0.005693607090246886,,,1.0,,,
2018-01-08,51.164608001708984,51.649539615613406,50.295398004369886,50.331993784988356,12658000,AMAT,Semiconductors,0.023888141928252657,,,1.0,,,
2018-01-09,50.194759368896484,51.40250756998229,49.444491652776485,51.393356005715475,13564900,AMAT,Semiconductors,-0.019137416849187027,0.006747552673542626,,0.9157739813480736,,,
2018-01-10,48.767425537109375,49.508545278616985,48.09035628315884,49.490245637929185,14537200,AMAT,Semiconductors,-0.028848045716248025,-0.002535454373579247,,0.8079233443645206,0.45150428024846545,,
2018-01-11,48.67593002319336,48.97786536382584,48.14525092287633,48.92296993296513,10694200,AMAT,Semiconductors,-0.001877922620354513,-0.004056327233458004,,0.8014078565910581,-0.7482724919824966,,
2018-01-12,48.9046745300293,49.40790246821972,48.56613987929026,48.71253352476929,9072300,AMAT,Semiconductors,0.0046883277035376855,-0.004257383110799845,,0.8056281790648441,-0.5458691973810049,,
2018-01-16,49.86536407470703,50.68883019866563,49.417031742707685,50.15815125427042,14385000,AMAT,Semiconductors,0.019453669461403793,-0.005144277604169617,,0.822672393863306,-0.34923352587205925,,
2018-01-17,52.46385192871094,52.62854515041891,50.7528762257431,50.97246486115477,17924200,AMAT,Semiconductors,0.050797742722906096,0.008842754310249007,,0.8587511083190833,0.532005797674342,,
2018-01-18,52.51875686645508,53.64415835055498,51.85998390393852,51.92403088748331,17677700,AMAT,Semiconductors,0.001045981679825216,0.014821559789463656,,0.8594020306144468,3.057244718643725,,
2018-01-19,52.51875686645508,52.81154407417381,51.4391027291302,52.793244437404034,11458700,AMAT,Semiconductors,0.0,0.01519714431353456,,0.8594020306144469,11.522397377867957,,
2018-01-22,52.57366180419922,52.63770879933884,52.033834637808546,52.58281336939029,11479800,AMAT,Semiconductors,0.0010448887452405998,0.014468456521875141,,0.8601494727440944,4.329281090865551,,
