Date,Close,High,Low,Open,Volume,ticker
2018-01-02,89.19993591308594,89.34102567807226,89.0510061666688,89.34102567807226,1525000,TIP
2018-01-03,89.28620147705078,89.34890341873108,89.19213959429547,89.28620147705078,3322400,TIP
2018-01-04,89.30970001220703,89.33321398379145,89.09806230763614,89.16077021863164,1946500,TIP
2018-01-05,89.29402923583984,89.34106316400566,89.19997333982053,89.30186922056018,1691200,TIP
2018-01-08,89.19993591308594,89.35669966078024,89.09803409494636,89.35669966078024,1198100,TIP
2018-01-09,88.90995025634766,89.10590800565812,88.88643628325535,89.10590800565812,1752700,TIP
2018-01-10,88.87861633300781,88.917810283767,88.61995061037463,88.67481855334313,2013500,TIP
2018-01-11,88.78450012207031,88.91775588503303,88.68260428465517,88.808020066231,1440000,TIP
2018-01-12,88.87077331542969,88.8942932731773,88.73752345564526,88.7923913967422,1428300,TIP
2018-01-16,89.01969909667969,89.11376098291913,88.94131718155856,89.10592099735997,1171900,TIP
2018-01-17,88.95696258544922,89.10589236242929,88.86290670959222,88.98047655441347,1237400,TIP
2018-01-18,88.87861633300781,88.9491642483429,88.72185249028561,88.80023441164671,2098900,TIP
2018-01-19,88.72965240478516,88.8472282317307,88.68262446606893,88.77668632365636,1452100,TIP
2018-01-22,88.68263244628906,88.84723622676292,88.659118474815,88.82372225528887,876300,TIP
2018-01-23,88.81588745117188,88.91778930704305,88.72966556396821,88.81588745117188,1297200,TIP
2018-01-24,88.75316619873047,88.79235415155775,88.62775039731224,88.70613228312135,1050400,TIP
2018-01-25,88.91783142089844,88.98053338479818,88.6356516527942,88.79241553278158,1039800,TIP
2018-01-26,88.8628921508789,88.90992008110265,88.74531634516565,88.90992008110265,1435500,TIP
2018-01-29,88.65127563476562,88.78452545559585,88.61992168042522,88.77669145212724,984600,TIP
2018-01-30,88.43963623046875,88.54937207104363,88.37692832723889,88.52585810237113,1638300,TIP
2018-01-31,88.65911102294922,88.65911102294922,88.47882728987531,88.6042431007363,4950600,TIP
2018-02-01,88.2052001953125,88.66774347244382,88.181681856647,88.66774347244382,4574600,TIP
2018-02-02,88.09544372558594,88.12680350414497,87.92296793414432,88.07191940571703,3662900,TIP
2018-02-05,88.42472076416016,88.58151369046968,87.88377500023883,87.97785434478459,4035300,TIP
2018-02-06,88.06405639648438,88.33844689645107,88.04053806523926,88.26005046521263,2055500,TIP
2018-02-07,87.86810302734375,88.20521322095286,87.78186511865768,88.16601199654387,1862700,TIP
2018-02-08,87.68778991699219,87.8994669687869,87.59371654398775,87.72699114325562,1650000,TIP
2018-02-09,87.41340637207031,87.71915682168644,87.37420514262503,87.53884552128096,2755000,TIP
2018-02-12,87.47608947753906,87.76615692193965,87.44472970331043,87.62504092854343,1125000,TIP
2018-02-13,87.53880310058594,87.60935810187557,87.46040067968863,87.5231202239005,1446900,TIP
2018-02-14,87.46041107177734,87.64856972677005,87.35849628627221,87.64856972677005,1386300,TIP
2018-02-15,87.50749206542969,87.70348626430125,87.50749206542969,87.54668731644303,1438800,TIP
2018-02-16,87.64860534667969,87.78972140464016,87.58588576952656,87.70348348137165,1563900,TIP
2018-02-20,87.57801055908203,87.59369343795741,87.43689455553249,87.51529100611207,1047400,TIP
2018-02-21,87.32713317871094,87.57016395555559,87.2408952937792,87.53096872321007,987900,TIP
2018-02-22,87.40554809570312,87.52314578012194,87.37418831444032,87.4447493175983,922600,TIP
2018-02-23,87.72697448730469,87.72697448730469,87.51529747569924,87.57017559328838,678400,TIP
2018-02-26,87.83673858642578,87.97001317232193,87.82105570498697,87.86025692731725,822100,TIP
2018-02-27,87.61721801757812,87.96216362095815,87.46826056397795,87.96216362095815,2236800,TIP
2018-02-28,87.7426528930664,87.78969555271237,87.59370141777543,87.70345765483881,840900,TIP
2018-03-01,88.00922393798828,88.07977896831336,87.67211372570009,87.78971142417595,3639500,TIP
2018-03-02,87.93866729736328,88.0405880990331,87.8132341323505,87.92299039471207,961900,TIP
2018-03-05,87.8837661743164,88.11896152142742,87.75833304211903,88.10327864161141,765700,TIP
2018-03-06,87.86021423339844,88.04053139472273,87.83669590393524,87.9778118619783,875300,TIP
2018-03-07,87.86021423339844,88.04053139472273,87.78965924500882,88.04053139472273,2200500,TIP
2018-03-08,87.94647979736328,88.07191292109776,87.89944312362105,87.97783957361334,818000,TIP
2018-03-09,87.8132095336914,87.91512432554465,87.72697164009787,87.86024620973659,853800,TIP
2018-03-12,87.87591552734375,87.89943984460304,87.71912263320823,87.89943984460304,3274200,TIP
2018-03-13,87.94647979736328,88.00135791048444,87.84456501049989,87.97783957361334,1162500,TIP
2018-03-14,88.09544372558594,88.16599874139413,87.93080937410063,87.94648627274707,1555500,TIP
2018-03-15,88.10327911376953,88.2365596678553,88.04056553796782,88.11112055371956,3265100,TIP
2018-03-16,87.9543228149414,88.03271926634038,87.89944470083555,88.02487782682073,1821100,TIP
2018-03-19,87.89947509765625,88.08762784233271,87.85243242553621,87.85243242553621,1968000,TIP
2018-03-20,87.76615905761719,87.89943959664846,87.76615905761719,87.86023838259241,1045900,TIP
2018-03-21,87.9543228149414,88.00920092904728,87.62504814904038,87.76616415406487,980000,TIP
2018-03-22,88.21302032470703,88.31494108290104,88.079745774585,88.16598365554988,1004800,TIP
2018-03-23,88.26007843017578,88.32279798754477,88.12680385671631,88.14248075542545,1075900,TIP
2018-03-26,88.10327911376953,88.31495612355707,88.08760221513565,88.17384011078744,1430200,TIP
2018-03-27,88.4404067993164,88.50312636882522,88.18953450254845,88.18953450254845,1120600,TIP
2018-03-28,88.4404067993164,88.5736873798395,88.30713220006066,88.54232759508508,1476800,TIP
2018-03-29,88.6285400390625,88.72261338502496,88.4795825996011,88.48742403885319,1146000,TIP
2018-04-02,88.71658325195312,88.84234121253543,88.52793731594636,88.6615630198067,1599900,TIP
2018-04-03,88.66157531738281,88.70087206193479,88.53581134260119,88.63013432368741,2938800,TIP
2018-04-04,88.61438751220703,88.7794481881098,88.55936728690612,88.7794481881098,896600,TIP
2018-04-05,88.36286926269531,88.51221245041128,88.33142827597852,88.4493304769777,1069200,TIP
2018-04-06,88.71658325195312,88.71658325195312,88.47291708379994,88.56724005180332,1170900,TIP
2018-04-09,88.70085906982422,88.70085906982422,88.54366012112867,88.62225959547645,1463300,TIP
2018-04-10,88.66157531738281,88.71659555716067,88.58296983476612,88.69301031432184,874800,TIP
2018-04-11,88.92093658447266,88.94452182295188,88.77945513737363,88.85019885930078,772000,TIP
2018-04-12,88.77944946289062,88.88948991507252,88.70871174224007,88.83446968898157,791600,TIP
2018-04-13,88.90520477294922,88.92092226598253,88.75586160373845,88.75586160373845,567700,TIP
2018-04-16,88.82664489746094,88.83450064910114,88.68516341009658,88.68516341009658,778200,TIP
2018-04-17,88.96025085449219,88.99169184645301,88.77946664990642,88.81876938904647,913100,TIP
2018-04-18,88.77944946289062,88.97595112703758,88.77159371398827,88.94451613791836,881500,TIP
2018-04-19,88.63798522949219,88.69300546626258,88.53580650313461,88.66157047104183,640200,TIP
2018-04-20,88.33142852783203,88.52007444867061,88.33142852783203,88.51221270278023,730200,TIP
2018-04-23,88.30785369873047,88.37073567548488,88.22139247988198,88.35501817967396,1036000,TIP
2018-04-24,88.06419372558594,88.27641290164776,88.0327527371406,88.22925441735744,1033200,TIP
2018-04-25,87.93058013916016,88.06419985178158,87.84411891410964,87.99345612366943,684400,TIP
2018-04-26,88.15853881835938,88.21355906275974,88.07993332913868,88.11923607374904,848900,TIP
2018-04-27,88.44146728515625,88.47290827135899,88.33928857756352,88.33928857756352,708100,TIP
2018-04-30,88.51221466064453,88.65369610602546,88.44147093957646,88.46505617776928,2127900,TIP
2018-05-01,88.2587890625,88.44826862829669,88.23510486970626,88.40879698145606,868600,TIP
2018-05-02,88.36933898925781,88.44828832396631,88.27459617353874,88.35355153169537,2014000,TIP
2018-05-03,88.4798355102539,88.55878481484572,88.42457039469505,88.47193877276098,811700,TIP
2018-05-04,88.5035171508789,88.59825992772852,88.38509018567831,88.59036319046297,672000,TIP
2018-05-07,88.51933288574219,88.57459801360747,88.47195847368111,88.52722360154638,522800,TIP
2018-05-08,88.36141967773438,88.44036899227608,88.24299269419852,88.38510386975223,1428300,TIP
2018-05-09,88.30616760253906,88.40091040805541,88.25090247184973,88.25090247184973,721500,TIP
2018-05-10,88.4798355102539,88.49562296179394,88.35351782759618,88.432467132188,659100,TIP
2018-05-11,88.4798355102539,88.55089410079863,88.4008862056621,88.55089410079863,580100,TIP
2018-05-14,88.2587890625,88.37721604991549,88.25089232375316,88.37721604991549,1333600,TIP
2018-05-15,87.97457122802734,88.09299822153544,87.84824749536617,88.06141728837014,1059800,TIP
2018-05-16,87.84822082519531,88.02980962990476,87.84822082519531,87.99822870632724,874900,TIP
2018-05-17,87.68246459960938,87.91931862035298,87.66667714250218,87.87195022558345,719100,TIP
2018-05-18,87.9193115234375,87.92720826307765,87.72983193620632,87.73772265239899,697400,TIP
