Date,Close,bull,bear,sideways
2018-01-22T00:00:00Z,10760.05,0.050602221852538425,0.9493977696464609,8.501000609541791e-9
2018-01-23T00:00:00Z,10799.18,0.282733954014107,0.12296245967511743,0.5943035863107755
2018-01-24T00:00:00Z,11349.99,0.3240237531503991,0.6758661841681999,1.1006268140093507e-4
2018-01-25T00:00:00Z,11175.27,0.3884119169326925,0.21700183278819243,0.3945862502791151
2018-01-26T00:00:00Z,11089,0.3003483315691795,0.14223274931619498,0.5574189191146254
2018-01-27T00:00:00Z,11491,0.511565121171652,0.4762446606350734,0.012190218193274614
2018-01-28T00:00:00Z,11879.95,0.5318784619878485,0.44581661025426905,0.022304927757882516
2018-01-29T00:00:00Z,11251,0.17448476856628073,0.8254995759110241,1.5655522695213916e-5
2018-01-30T00:00:00Z,10237.51,0.002402881094473197,0.9975971189055265,2.451665575052242e-16
2018-01-31T00:00:00Z,10285.1,0.28815056144017537,0.12550194689366478,0.5863474916661598
2018-02-01T00:00:00Z,9224.52,2.71904043777238e-4,0.9997280959562227,1.0663186278530504e-21
2018-02-02T00:00:00Z,8873.03,0.39012687909481913,0.6046998585020383,0.005173262403142576
2018-02-03T00:00:00Z,9199.96,0.5057904255736652,0.4837843455011078,0.01042522892522703
2018-02-04T00:00:00Z,8184.81,7.024165842178142e-5,0.9999297583415782,4.900244301158771e-25
2018-02-05T00:00:00Z,6939.99,3.21885348785468e-9,0.9999999967811466,8.5013380241757685e-50
2018-02-06T00:00:00Z,7652.14,0.0036198716945682104,0.9963801283054317,2.1299115178468333e-17
2018-02-07T00:00:00Z,7599,0.29458714829456606,0.13786589707990857,0.5675469546255253
2018-02-08T00:00:00Z,7784.02,0.5347699225220958,0.3189577575036205,0.14627231997428386
2018-02-09T00:00:00Z,8683.92,6.650153794473343e-4,0.9993349846205526,8.045853692380647e-22
2018-02-10T00:00:00Z,8533.98,0.4146753868761635,0.24448316152372299,0.34084145160011353
2018-02-11T00:00:00Z,8063.88,0.1485625637584663,0.851431844638187,5.5916033467457024e-6
2018-02-12T00:00:00Z,8903,0.0030261224723853223,0.9969738775276147,7.233696951150551e-18
2018-02-13T00:00:00Z,8539.9,0.35065271345133897,0.6472000890233066,0.002147197525354347
2018-02-14T00:00:00Z,9449.99,0.002203990242696873,0.9977960097573031,1.0726108395127783e-18
2018-02-15T00:00:00Z,10000.09,0.2264342562210376,0.7735597620988559,5.981680106447297e-6
2018-02-16T00:00:00Z,10159.98,0.42237429677233107,0.20645951528001907,0.3711661879476498
2018-02-17T00:00:00Z,11039.55,0.022467955968378427,0.977532044030211,1.4105809278392386e-12
2018-02-18T00:00:00Z,10383.43,0.10348334216462268,0.8965160627177545,5.951176227794747e-7
2018-02-19T00:00:00Z,11153,0.073131600109687,0.9268683975239557,2.3663572285499217e-9
2018-02-20T00:00:00Z,11200.99,0.28616935640283037,0.12455616223014906,0.5892744813670204
2018-02-21T00:00:00Z,10437.6,0.04363927697140776,0.9563607194343826,3.594209595972143e-9
2018-02-22T00:00:00Z,9811.04,0.09812379490914183,0.9018757741348967,4.3095596143515307e-7
2018-02-23T00:00:00Z,10131.04,0.5399950300584662,0.4301746096867214,0.029830360254812352
2018-02-24T00:00:00Z,9694.51,0.31566314870240497,0.6833861377393902,9.507135582048077e-4
2018-02-25T00:00:00Z,9590,0.3293718031358449,0.1648555140481384,0.5057726828160167
2018-02-26T00:00:00Z,10324,0.0592181744379393,0.940781824953814,6.082468036279426e-10
2018-02-27T00:00:00Z,10569.04,0.5295131002885571,0.31024506309746164,0.16024183661398123
2018-02-28T00:00:00Z,10326.76,0.47912623865045123,0.34336065616245465,0.17751310518709407
2018-03-01T00:00:00Z,10920,0.23628205305187655,0.7637096417828223,8.305165301208396e-6
2018-03-02T00:00:00Z,11039,0.3472007227128347,0.1575909714318785,0.4952083058552868
2018-03-03T00:00:00Z,11464.48,0.4879061546574755,0.5055343487774482,0.006559496565076306
2018-03-04T00:00:00Z,11515,0.28674979510072685,0.12483148697208413,0.5884187179271891
2018-03-05T00:00:00Z,11454,0.28456051377051317,0.1302553283746062,0.5851841578548805
2018-03-06T00:00:00Z,10716.48,0.06475779621457205,0.9352421677024116,3.6083016219699526e-8
2018-03-07T00:00:00Z,9910,0.019018620818627967,0.9809813791508997,3.0472351423561606e-11
2018-03-08T00:00:00Z,9271.64,0.06458869436454379,0.9354112701042455,3.553121070495347e-8
2018-03-09T00:00:00Z,9227,0.2821947521122902,0.12843345283264965,0.5893717950550602
2018-03-10T00:00:00Z,8770.22,0.220453334252627,0.7794730113994364,7.365434793671953e-5
2018-03-11T00:00:00Z,9533.57,0.02140285447050156,0.97859714552845245,1.045917785006903e-12
2018-03-12T00:00:00Z,9131.34,0.32933842277707065,0.6693473897738444,0.001314187449084882
2018-03-13T00:00:00Z,9150,0.27655186061616255,0.1203539278873187,0.6030942114965188
2018-03-14T00:00:00Z,8170,1.3055762618936667e-4,0.9998694423738106,1.6576235722217745e-23
2018-03-15T00:00:00Z,8240.98,0.32138298430872175,0.14285621523373632,0.5357608004575419
2018-03-16T00:00:00Z,8260,0.2773806979841179,0.12067084931519594,0.6019484527006862
2018-03-17T00:00:00Z,7824.8,0.17771208107287775,0.8222702856427585,1.763328436378382e-5
2018-03-18T00:00:00Z,8189.99,0.3845235108090315,0.6149539316222715,5.225575686969749e-4
2018-03-19T00:00:00Z,8600,0.33723322923041166,0.6626104143776587,1.563563919296828e-4
2018-03-20T00:00:00Z,8909.98,0.5135247382934166,0.4736067256036663,0.012868536102917088
2018-03-21T00:00:00Z,8885,0.27513344589528343,0.12271272850086673,0.6021538256038499
2018-03-22T00:00:00Z,8722.9,0.4280715171953348,0.2601253013619474,0.31180318144271774
2018-03-23T00:00:00Z,8898.03,0.48585771724885485,0.2586711465317847,0.2554711362193604
2018-03-24T00:00:00Z,8546.86,0.37031825756590103,0.6263425192116584,0.0033392232224405557
2018-03-25T00:00:00Z,8470.15,0.31106865227532526,0.15043923185895097,0.5384921158657238
2018-03-26T00:00:00Z,8134.23,0.36746067145337696,0.6294059728833427,0.003133355663280375
2018-03-27T00:00:00Z,7795.51,0.33769095766244767,0.6607131826371305,0.0015958597004217747
2018-03-28T00:00:00Z,7949.3,0.48081365721426367,0.25389853967163184,0.2652878031141046
2018-03-29T00:00:00Z,7090.14,1.0855454739988778e-4,0.9998914454526001,5.811385818219644e-24
2018-03-30T00:00:00Z,6840.23,0.42884066366945167,0.5589795075265631,0.012179828803985224
2018-03-31T00:00:00Z,6923.91,0.36515898680645703,0.1684078271552957,0.4664331860382473
2018-04-01T00:00:00Z,6813.01,0.3971576003463369,0.22576333125382692,0.3770790683998362
2018-04-02T00:00:00Z,7056,0.5170015407000244,0.46880949829502766,0.014188961004948075
2018-04-03T00:00:00Z,7405.21,0.3452399103374411,0.6545673100640403,1.9277959851854055e-4
2018-04-04T00:00:00Z,6796.1,0.007565478698769342,0.9924345213010686,1.620065265702682e-13
2018-04-05T00:00:00Z,6770.76,0.2778223580683295,0.12497808561744216,0.5971995563142284
2018-04-06T00:00:00Z,6601.39,0.49024698696217067,0.38237400091197016,0.12737901212585917
2018-04-07T00:00:00Z,6895.8,0.41274181663733617,0.5862124799924341,0.0010457033702297308
2018-04-08T00:00:00Z,7018,0.4500617279781468,0.22746401911452932,0.3224742529073239
2018-04-09T00:00:00Z,6782.72,0.4493828595953636,0.5310225958131048,0.0195945445915316
2018-04-10T00:00:00Z,6843.9,0.3249320507477833,0.14482457211962937,0.5302433771325873
2018-04-11T00:00:00Z,6953.79,0.42345890831084126,0.20724424583275766,0.36929684585640116
